Driver,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Josh Duggan,100,1,3,6,260.99,-160.98999999999998,-61.68435572244147
Luke Watson,100,1,3,6,244.99999999999994,-144.99999999999994,-59.18367346938774
Neil Day,100,1,3,6,288.71999999999997,-188.7199999999999,-65.36436686062619
George Chamouras,100,1,3,5,241.93999999999997,-141.94,-58.66743820782012
Jared Kahlefeldt,100,1,3,5,255.93,-155.92999999999998,-60.926815926229814
Michael Tenardi,51,1,3,5,111.30000000000003,-11.300000000000015,-10.152740341419598
Nathan Hoy,100,1,3,5,174.24999999999997,-74.24999999999999,-42.61119081779053
Nathan Turnbull,100,1,3,5,295.4500000000001,-195.45,-66.15332543577591
Tamara Battle,56,1,3,5,160.96,-60.95999999999999,-37.87276341948309
Ashleigh Delosa,100,1,3,4,311.09,-211.09,-67.85496158667911
Brett Holloway,48,1,3,4,110.19,-10.189999999999998,-9.247663127325527
Chloe Butler,100,1,3,4,266.36,-166.35999999999999,-62.456825349151515
David Druitt,100,1,3,4,177.73999999999998,-77.74000000000001,-43.73804433442107
Kylah Madden,100,1,3,4,256.71000000000004,-156.71,-61.04553776635113
Lochie Painting,90,1,3,4,195.39,-95.39000000000001,-48.82030810174524
Ross Graham,100,1,3,4,245.44,-145.44,-59.25684485006519
Sarah Rushbrook,100,1,3,4,222.0,-121.99999999999999,-54.95495495495495
Shane Hallcroft,100,1,3,4,254.02,-154.02,-60.63302102196677
Stephen Maguire,51,1,3,4,137.81,-37.80999999999998,-27.436325375517
Billy Muscat,81,1,3,3,157.48,-57.48,-36.499872999746
Damien Burns,77,1,3,3,179.28,-79.28,-44.22132976349844
Emily Suvaljko,100,1,3,3,273.8900000000001,-173.89000000000004,-63.488991931067204
Greg Andrews,100,1,3,3,179.37,-79.37,-44.24931705413391
Hannah Parish,66,1,3,3,140.25,-40.25000000000001,-28.698752228163997
Jack Sullivan,71,1,3,3,160.64,-60.63999999999997,-37.74900398406373
KerryAnn Morris,100,1,3,3,241.59999999999997,-141.59999999999997,-58.609271523178805
