Driver,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Michael Bellman,100,46,20,11,6242.469999999999,-1642.47,-26.311219757563915
Dylan Ford,80,46,5,13,5026.18,-526.1800000000001,-10.468785439439097
Todd Rattray,83,45,19,7,5227.0999999999985,-727.1,-13.910198771785506
Matthew Craven,84,45,15,9,5650.139999999999,-1150.14,-20.35595578162665
Donald Harper,75,45,12,5,4947.240000000001,-447.24,-9.040192107114269
Bailey McDonough,82,43,13,7,5304.5599999999995,-1004.5599999999998,-18.937668722759284
Jordan Chibnall,79,42,18,8,4972.850000000002,-772.85,-15.541389746322526
Michael A Smith,78,42,14,13,4880.519999999999,-680.5200000000001,-13.943596174178166
Leigh Sutton,77,40,17,12,4962.33,-962.3299999999999,-19.392704636733146
Connor Clarke,64,40,7,7,4145.0,-145.0,-3.4981905910735827
Corey Peterson,62,40,7,6,4047.0,-47.00000000000006,-1.161354089448976
Blake Micallef,83,39,21,5,5127.76,-1227.76,-23.943398286971306
Jye Coney,66,39,12,6,4077.91,-177.91000000000003,-4.362774068088801
Jodi Quinlan,64,39,11,3,4138.59,-238.59000000000003,-5.765006922647569
James Locke,66,39,9,5,4049.2500000000005,-149.24999999999997,-3.685867753287645
Corey Johnson,79,38,17,10,4881.280000000001,-1081.28,-22.151566802150253
Chris Geary,61,37,12,2,3934.1400000000003,-234.14,-5.951491304325722
Jayson Finnis,62,36,15,4,4157.599999999999,-557.6,-13.411583605926497
Gareth Rattray,70,36,12,5,4632.41,-1032.41,-22.286671516554023
Abbey Vidovich,57,36,8,4,3561.27,38.72999999999996,1.0875333799459173
Shane Young,48,36,6,1,3620.79,-20.790000000000106,-0.574184086898166
Robbie Williams,44,35,2,4,3232.65,267.3499999999999,8.270304548899507
Harrison Ross,62,34,9,4,3978.6500000000005,-578.65,-14.543877948550385
Jack Chapple,49,34,6,4,3163.49,236.51000000000002,7.476236687961714
Lindsay Harper,54,34,5,4,3533.27,-133.27000000000004,-3.7718600616426157
Tom Callaghan,62,33,11,3,4019.0800000000004,-719.0799999999999,-17.891656797077935
Rebecca Bartley,53,33,9,5,3492.7599999999998,-192.76000000000005,-5.518844695885204
Grace Panella,60,33,7,10,3817.02,-517.0200000000001,-13.545121586997189
John O'Shea,53,33,3,4,3430.28,-130.28000000000003,-3.7979406928880444
Zara Fitzpatrick,49,33,3,3,3144.4900000000002,155.51000000000002,4.945476054940547
Luke Dunne,63,32,20,7,3969.6499999999996,-769.65,-19.38835917524215
Gavin Fitzpatrick,56,31,11,6,3752.9300000000003,-652.9300000000001,-17.397873128462297
Abbey Turnbull,60,30,12,9,3948.3,-948.3000000000002,-24.01793176810273
Joseph Suvaljko,48,30,7,3,3093.08,-93.0800000000001,-3.0092981752815993
Charlie Castles,45,30,5,4,2968.770000000001,31.229999999999947,1.0519508079103446
John Caldow,54,29,10,8,3379.05,-479.04999999999995,-14.177061600153888
Taylah Osmond,53,29,9,6,3386.22,-486.22,-14.358783540348826
Anthony Frisby,49,29,6,7,3250.68,-350.68000000000006,-10.787896686231806
Conor Crook,41,29,4,3,2658.46,241.53999999999996,9.085711276453283
Trista Dixon,40,29,4,2,2732.13,167.86999999999995,6.144290352216034
Josh Duggan,52,28,16,2,3201.6200000000003,-401.62,-12.544274461054089
Nathan Rothwell,57,27,11,6,3412.06,-712.0600000000001,-20.868917897106147
Codi Rauchenberger,43,27,6,3,2710.5,-10.50000000000005,-0.38738240177089284
Damian Wilson,46,26,7,3,3033.3199999999997,-433.31999999999994,-14.285337517967111
Liam Elliott,44,26,7,3,2874.8,-274.80000000000007,-9.558925838319189
Madeliene Young,37,25,4,5,2517.25,-17.249999999999993,-0.6852716257821032
Michael Formosa,54,24,17,8,3466.6800000000003,-1066.68,-30.769497040395997
Justin Reynolds,39,24,7,0,2519.8900000000003,-119.89000000000003,-4.757747361988024
Laura Wilson,37,24,6,2,2327.66,72.33999999999997,3.1078422106321364
Phoebe Betts,48,23,12,6,3062.1099999999997,-762.11,-24.888393950576564
David Miles,45,23,9,3,2923.0900000000006,-623.09,-21.316141480419688
James Rattray,49,22,12,4,3385.61,-1185.61,-35.019095524883255
Ryan Backhouse,45,22,10,6,2845.9500000000003,-645.95,-22.6971661483863
David Smith,41,22,7,4,2500.78,-300.78,-12.027447436399841
Callan Suvaljko,34,22,6,2,2099.71,100.29,4.776373880202504
Dannielle McMullen,35,21,4,3,2118.19,-18.190000000000033,-0.8587520477388729
