Driver,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Dean Belford,3,0,2,0,56.730000000000004,-56.730000000000004,-100.0
Gregory Schofield,4,0,2,0,22.15,-22.15,-100.0
Hannah Anforth,14,0,2,0,117.11,-117.11,-100.0
Holly Chalmers,12,0,2,0,78.58,-78.58,-100.0
Jamie Bond,3,0,2,0,91.97,-91.97,-100.0
John Meade,4,0,2,0,85.34,-85.34,-100.0
Michael Cole,2,0,2,0,44.76,-44.76,-100.0
Ricky Duggan,14,0,2,0,75.24,-75.24,-100.0
Robert Young,6,0,2,0,134.92000000000002,-134.92000000000002,-100.0
Shane Hoban,2,0,2,0,22.29,-22.29,-100.0
Brett Shipway,14,0,1,3,79.2,-79.2,-100.0
Caitlin McElhinney,13,0,1,3,149.23,-149.23,-100.0
Owen Shea,14,0,1,3,70.94999999999999,-70.94999999999999,-100.0
Sara Grout,14,0,1,3,114.07000000000001,-114.07000000000001,-100.0
Shane Smith,5,0,1,3,34.089999999999996,-34.089999999999996,-100.0
Anthony Robinson,11,0,1,2,98.19999999999999,-98.19999999999999,-100.0
Brock Johnson,8,0,1,2,46.15,-46.15,-100.0
Glenn McElhinney,20,0,1,2,59.50999999999999,-59.50999999999999,-100.0
Jason Turnbull,14,0,1,2,55.32999999999999,-55.32999999999999,-100.0
KerryAnn Morris,22,0,1,2,89.57999999999997,-89.57999999999997,-100.0
Nic Horan,7,0,1,2,72.40999999999998,-72.40999999999998,-100.0
Sam Ison,14,0,1,2,101.77,-101.77,-100.0
Toby Glazebrook,5,0,1,2,51.32,-51.32,-100.0
Tom Downey,3,0,1,2,88.78,-88.78,-100.0
Brent Blythe,2,0,1,1,8.2,-8.2,-100.0
Charli Masotti,11,0,1,1,96.89999999999999,-96.89999999999999,-100.0
Dale Afford,7,0,1,1,55.56,-55.56,-100.0
Dallas Wilkins,5,0,1,1,43.22,-43.22,-100.0
David Jack,3,0,1,1,111.97,-111.97,-100.0
Dean Chapple,11,0,1,1,94.15,-94.15,-100.0
Harry O'Neill,4,0,1,1,23.24,-23.24,-100.0
Jason Ainsworth,11,0,1,1,55.18,-55.18,-100.0
Jason Hackett,7,0,1,1,26.9,-26.9,-100.0
Matthew Gath,9,0,1,1,86.91000000000001,-86.91000000000001,-100.0
Nathan Hoy,8,0,1,1,27.53,-27.53,-100.0
Neil Day,6,0,1,1,76.30000000000001,-76.30000000000001,-100.0
Robbie Williams,12,0,1,1,126.3,-126.3,-100.0
Todd Day,5,0,1,1,54.959999999999994,-54.959999999999994,-100.0
Tom Gilligan,3,0,1,1,20.36,-20.36,-100.0
Tom Pay,18,0,1,1,119.1,-119.1,-100.0
Abby Towers,7,0,1,0,58.69,-58.69,-100.0
Ashley Ainsworth,8,0,1,0,19.4,-19.4,-100.0
Ashley Manton,5,0,1,0,25.09,-25.09,-100.0
Chris Playle,8,0,1,0,68.55,-68.55,-100.0
Connor Ronan,3,0,1,0,86.50999999999999,-86.50999999999999,-100.0
Danny Mackney,6,0,1,0,51.18,-51.18,-100.0
Darryl Lawlor,3,0,1,0,22.049999999999997,-22.049999999999997,-100.0
Dean Weller,3,0,1,0,15.58,-15.58,-100.0
Glen Judd,5,0,1,0,27.839999999999996,-27.839999999999996,-100.0
Greg Andrews,12,0,1,0,31.100000000000005,-31.100000000000005,-100.0
Julie Weidemann,2,0,1,0,45.6,-45.6,-100.0
Ky Bloomfield,14,0,1,0,83.74,-83.74,-100.0
Luke Watson,17,0,1,0,59.059999999999995,-59.059999999999995,-100.0
Mal Diebert,5,0,1,0,10.46,-10.46,-100.0
Mario Borg,6,0,1,0,27.63,-27.63,-100.0
Mason Bigeni,1,0,1,0,9.09,-9.09,-100.0
Matthew McCaffery,5,0,1,0,44.08,-44.08,-100.0
Michelle Wight,3,0,1,0,18.52,-18.52,-100.0
Mikayla Jones,3,0,1,0,7.58,-7.58,-100.0
Mitch Turnbull,13,0,1,0,84.97999999999999,-84.97999999999999,-100.0
Nick Youngson,4,0,1,0,9.58,-9.58,-100.0
Paula Sapio,7,0,1,0,26.95,-26.95,-100.0
Peter Schrader,1,0,1,0,27.78,-27.78,-100.0
Rita Burnett,10,0,1,0,15.469999999999999,-15.469999999999999,-100.0
Rod Barker,11,0,1,0,51.18,-51.18,-100.0
Rohan Hillier,5,0,1,0,96.25000000000001,-96.25000000000001,-100.0
